delta,conductor,rank,regulator,real_period,torsion_order,label,x_ptd,y_ptd,z_ptd,x_mcj,y_mcj,z_mcj
-771731064.0,6786,1,,,,6786l1,217761630067.3784,500000.0,0.0,943099855296.0895,500000.0,0.5
-2743932672.0,6786,0,,,,6786m1,234152144771.0941,500000.0,0.0,943099855296.0895,500000.0,0.5
-54910173487104.0,6786,0,,,,6786n1,362123150174.07965,500000.0,0.0,943099855296.0895,500000.0,0.5
4397328.0,6786,0,,,,6786o1,150990240631.58,500000.0,0.0,943099855296.0895,500000.0,0.5
373485540999168.0,6786,0,,,,6786p1,386895162072.6108,500000.0,0.0,943099855296.0895,500000.0,0.5
-5.422021775468492e+17,6786,0,,,,6786q1,480967154011.5087,500000.0,0.0,943099855296.0895,500000.0,0.5
-40130015328.0,6786,1,,,,6786r1,268815898931.48105,500000.0,0.0,943099855296.0895,500000.0,0.5
-18461179017216.0,6786,1,,,,6786s1,348038822714.581,500000.0,0.0,943099855296.0895,500000.0,0.5
-2693913066.0,6786,1,,,,6786t1,233914431257.79776,500000.0,0.0,943099855296.0895,500000.0,0.5
-549909.0,6789,0,,,,6789a1,124127356513.88155,500000.0,0.0,943164735884.3981,500000.0,0.5
-111846541419.0,6789,2,,,,6789b1,282060029809.535,500000.0,0.0,943164735884.3981,500000.0,0.5
-1.308814065664e+20,6790,1,,,,6790a1,551857376508.9703,500000.0,0.0,943186356376.1757,500000.0,0.5
-9315880.0,6790,0,,,,6790b1,160690384783.52917,500000.0,0.0,943186356376.1757,500000.0,0.5
-16831186903720.0,6790,0,,,,6790c1,346844444012.722,500000.0,0.0,943186356376.1757,500000.0,0.5
-3395000.0,6790,1,,,,6790d1,147647647920.97034,500000.0,0.0,943186356376.1757,500000.0,0.5
-3.6093054610280784e+19,6790,1,,,,6790e1,535212577346.2554,500000.0,0.0,943186356376.1757,500000.0,0.5
-12459704320.0,6790,1,,,,6790f1,253703103462.56512,500000.0,0.0,943186356376.1757,500000.0,0.5
-456478120000000.0,6790,1,,,,6790g1,389487921655.34595,500000.0,0.0,943186356376.1757,500000.0,0.5
-366768.0,6792,2,,,,6792a1,118894024767.39476,500000.0,0.0,943229587808.8717,500000.0,0.5
-2608128.0,6792,0,,,,6792b1,144240737832.72583,500000.0,0.0,943229587808.8717,500000.0,0.5
-29374082352.0,6792,1,,,,6792c1,264784374388.1314,500000.0,0.0,943229587808.8717,500000.0,0.5
584284.0,6794,2,,,,6794a1,124910816845.38814,500000.0,0.0,943272806513.3379,500000.0,0.5
9348544.0,6794,2,,,,6794b1,160735610291.84976,500000.0,0.0,943272806513.3379,500000.0,0.5
2393227264.0,6794,2,,,,6794c1,232385197184.773,500000.0,0.0,943272806513.3379,500000.0,0.5
14860665.0,6795,0,,,,6795a1,166724486537.73962,500000.0,0.0,943294411094.8264,500000.0,0.5
-3095971875.0,6795,0,,,,6795b1,235711842382.43488,500000.0,0.0,943294411094.8264,500000.0,0.5
-134373779296875.0,6795,0,,,,6795c1,373686554071.82526,500000.0,0.0,943294411094.8264,500000.0,0.5
-550395.0,6795,0,,,,6795d1,124138770881.19763,500000.0,0.0,943294411094.8264,500000.0,0.5
-550395.0,6795,0,,,,6795e1,124138770881.19763,500000.0,0.0,943294411094.8264,500000.0,0.5
-1.1578730555755549e+19,6795,0,,,,6795f1,520522225332.4231,500000.0,0.0,943294411094.8264,500000.0,0.5
-155830584375.0,6795,1,,,,6795g1,286345192497.30664,500000.0,0.0,943294411094.8264,500000.0,0.5
-3.128967530687789e+18,6795,1,,,,6795h1,503615444013.8911,500000.0,0.0,943294411094.8264,500000.0,0.5
-8255925.0,6795,1,,,,6795i1,159129658032.59726,500000.0,0.0,943294411094.8264,500000.0,0.5
-435371044921875.0,6795,1,,,,6795j1,388876211082.11005,500000.0,0.0,943294411094.8264,500000.0,0.5
-3611141595.0,6795,1,,,,6795k1,237700679298.643,500000.0,0.0,943294411094.8264,500000.0,0.5
-550395.0,6795,1,,,,6795l1,124138770881.19763,500000.0,0.0,943294411094.8264,500000.0,0.5
-550395.0,6795,1,,,,6795m1,124138770881.19763,500000.0,0.0,943294411094.8264,500000.0,0.5
-29024736328125.0,6795,1,,,,6795n1,353885323930.71045,500000.0,0.0,943294411094.8264,500000.0,0.5
-401237955.0,6795,0,,,,6795o1,209310202194.28165,500000.0,0.0,943294411094.8264,500000.0,0.5
-2751975.0,6795,0,,,,6795p1,144934419480.4166,500000.0,0.0,943294411094.8264,500000.0,0.5
-434944.0,6796,1,,,,6796a1,121096908256.77774,500000.0,0.0,943316012497.0664,500000.0,0.5
2.039525264581517e+16,6798,1,,,,6798a1,438581715775.96136,500000.0,0.0,943359205767.544,500000.0,0.5
13725202788.0,6798,1,,,,6798b1,254953009303.8538,500000.0,0.0,943359205767.544,500000.0,0.5
118448352.0,6798,0,,,,6798c1,193545502217.83975,500000.0,0.0,943359205767.544,500000.0,0.5
-2309543165952.0,6798,0,,,,6798d1,321180838241.35864,500000.0,0.0,943359205767.544,500000.0,0.5
-204678752256.0,6798,1,,,,6798e1,289868408044.0742,500000.0,0.0,943359205767.544,500000.0,0.5
-21536064.0,6798,1,,,,6798f1,171518344784.49527,500000.0,0.0,943359205767.544,500000.0,0.5
130058493048.0,6798,1,,,,6798g1,284009256530.85724,500000.0,0.0,943359205767.544,500000.0,0.5
27192.0,6798,1,,,,6798h1,85275916800.3278,500000.0,0.0,943359205767.544,500000.0,0.5
445513728.0,6798,1,,,,6798i1,210662693862.94348,500000.0,0.0,943359205767.544,500000.0,0.5
9408456364032.0,6798,0,,,,6798j1,339329235538.8107,500000.0,0.0,943359205767.544,500000.0,0.5
-1586639604.0,6798,0,,,,6798k1,227074324366.67004,500000.0,0.0,943359205767.544,500000.0,0.5
-56717461684224.0,6798,0,,,,6798l1,362541579271.3527,500000.0,0.0,943359205767.544,500000.0,0.5
2.2632014541420076e+18,6798,0,,,,6798m1,499430018358.0696,500000.0,0.0,943359205767.544,500000.0,0.5
-1766429854531584.0,6798,0,,,,6798n1,406972380877.09436,500000.0,0.0,943359205767.544,500000.0,0.5
-1268669952.0,6798,0,,,,6798o1,224184538283.10425,500000.0,0.0,943359205767.544,500000.0,0.5
1700000000.0,6800,1,,,,6800a1,227966005990.48734,500000.0,0.0,943402386332.2498,500000.0,0.5
-2720000000.0,6800,1,,,,6800b1,234038952476.11456,500000.0,0.0,943402386332.2498,500000.0,0.5
42500000000.0,6800,1,,,,6800c1,269557303188.92523,500000.0,0.0,943402386332.2498,500000.0,0.5
68000000.0,6800,1,,,,6800d1,186374708792.04938,500000.0,0.0,943402386332.2498,500000.0,0.5
272000000.0,6800,0,,,,6800e1,204287105515.28018,500000.0,0.0,943402386332.2498,500000.0,0.5
-19652000000000.0,6800,0,,,,6800f1,348846505678.4928,500000.0,0.0,943402386332.2498,500000.0,0.5
-1257728000.0,6800,1,,,,6800g1,224072614083.17892,500000.0,0.0,943402386332.2498,500000.0,0.5
1088000000.0,6800,0,,,,6800h1,222199502238.51102,500000.0,0.0,943402386332.2498,500000.0,0.5
21250000.0,6800,0,,,,6800i1,171345563944.8067,500000.0,0.0,943402386332.2498,500000.0,0.5
-672298881843200.0,6800,0,,,,6800j1,394490469299.91754,500000.0,0.0,943402386332.2498,500000.0,0.5
-1740800.0,6800,0,,,,6800k1,139016907841.6351,500000.0,0.0,943402386332.2498,500000.0,0.5
27200000000.0,6800,0,,,,6800l1,263790799436.94894,500000.0,0.0,943402386332.2498,500000.0,0.5
2012364800000000.0,6800,0,,,,6800m1,408656642333.81244,500000.0,0.0,943402386332.2498,500000.0,0.5
435200000000.0,6800,0,,,,6800n1,299615592883.4106,500000.0,0.0,943402386332.2498,500000.0,0.5
-10880000000.0,6800,0,,,,6800o1,251951349199.34537,500000.0,0.0,943402386332.2498,500000.0,0.5
-10880000000000.0,6800,0,,,,6800p1,341206890081.8485,500000.0,0.0,943402386332.2498,500000.0,0.5
-108800.0,6800,1,,,,6800q1,103192114395.17346,500000.0,0.0,943402386332.2498,500000.0,0.5
-2.85212672e+17,6800,1,,,,6800r1,472666613630.0914,500000.0,0.0,943402386332.2498,500000.0,0.5
-1088000000000.0,6800,1,,,,6800s1,311455043121.01416,500000.0,0.0,943402386332.2498,500000.0,0.5
69632000000.0,6800,1,,,,6800t1,275936692408.2034,500000.0,0.0,943402386332.2498,500000.0,0.5
-1114112000.0,6800,1,,,,6800u1,222505944972.1619,500000.0,0.0,943402386332.2498,500000.0,0.5
-1700000000.0,6800,1,,,,6800v1,227966005990.48734,500000.0,0.0,943402386332.2498,500000.0,0.5
-27200000000.0,6800,0,,,,6800w1,263790799436.94894,500000.0,0.0,943402386332.2498,500000.0,0.5
-17408000000000.0,6800,0,,,,6800x1,347279836567.47577,500000.0,0.0,943402386332.2498,500000.0,0.5
-1.05046700288e+19,6800,0,,,,6800y1,519264360895.23145,500000.0,0.0,943402386332.2498,500000.0,0.5
-696320000.0,6800,0,,,,6800z1,216432998486.5347,500000.0,0.0,943402386332.2498,500000.0,0.5
-77923712.0,6802,1,,,,6802a1,188134849475.24573,500000.0,0.0,943445554198.6566,500000.0,0.5
-8271232.0,6802,1,,,,6802b1,159153592308.44452,500000.0,0.0,943445554198.6566,500000.0,0.5
-7201397768192.0,6802,1,,,,6802c1,335874999240.49786,500000.0,0.0,943445554198.6566,500000.0,0.5
-1217558.0,6802,1,,,,6802d1,134397659305.55331,500000.0,0.0,943445554198.6566,500000.0,0.5
-7318708992.0,6804,1,,,,6804a1,246828247276.1003,500000.0,0.0,943488709374.2308,500000.0,0.5
-3048192.0,6804,1,,,,6804b1,146255337062.47925,500000.0,0.0,943488709374.2308,500000.0,0.5
-21337344.0,6804,1,,,,6804c1,171398564615.88452,500000.0,0.0,943488709374.2308,500000.0,0.5
-435456.0,6804,1,,,,6804d1,121112109509.074,500000.0,0.0,943488709374.2308,500000.0,0.5
-317447424.0,6804,1,,,,6804e1,206283540822.15808,500000.0,0.0,943488709374.2308,500000.0,0.5
-108884466432.0,6804,1,,,,6804f1,281713223482.37384,500000.0,0.0,943488709374.2308,500000.0,0.5
-435456.0,6804,1,,,,6804g1,121112109509.074,500000.0,0.0,943488709374.2308,500000.0,0.5
-149361408.0,6804,1,,,,6804h1,196541792169.28976,500000.0,0.0,943488709374.2308,500000.0,0.5
-850625.0,6805,0,,,,6805a1,129763764036.73499,500000.0,0.0,943510282205.2871,500000.0,0.5
6805.0,6805,0,,,,6805b1,67376818239.07808,500000.0,0.0,943510282205.2871,500000.0,0.5
-34025.0,6805,1,,,,6805c1,88172466838.29704,500000.0,0.0,943510282205.2871,500000.0,0.5
-8306884765625.0,6805,1,,,,6805d1,337720250028.92474,500000.0,0.0,943510282205.2871,500000.0,0.5
34025.0,6805,1,,,,6805e1,88172466838.29704,500000.0,0.0,943510282205.2871,500000.0,0.5
-3934897420894208.0,6806,1,,,,6806a1,417321174634.994,500000.0,0.0,943531851866.4321,500000.0,0.5
27224.0,6806,1,,,,6806b1,85291113582.9811,500000.0,0.0,943531851866.4321,500000.0,0.5
-558092.0,6806,0,,,,6806c1,124318213707.3955,500000.0,0.0,943531851866.4321,500000.0,0.5
497860496850944.0,6806,0,,,,6806d1,390609200412.76556,500000.0,0.0,943531851866.4321,500000.0,0.5
7136608256.0,6806,0,,,,6806e1,246502684092.05835,500000.0,0.0,943531851866.4321,500000.0,0.5
-585201876992.0,6806,1,,,,6806f1,303442180939.7036,500000.0,0.0,943531851866.4321,500000.0,0.5
-183789.0,6807,1,,,,6807a1,109966330858.02225,500000.0,0.0,943553418358.5974,500000.0,0.5
20421.0,6807,2,,,,6807b1,81575853753.66089,500000.0,0.0,943553418358.5974,500000.0,0.5
6807.0,6807,2,,,,6807c1,67380615201.480225,500000.0,0.0,943553418358.5974,500000.0,0.5
879057089541.0,6807,1,,,,6807d1,308699670588.5517,500000.0,0.0,943553418358.5974,500000.0,0.5
183789.0,6807,1,,,,6807e1,109966330858.02225,500000.0,0.0,943553418358.5974,500000.0,0.5
401946543.0,6807,1,,,,6807f1,209333000723.287,500000.0,0.0,943553418358.5974,500000.0,0.5
-217856.0,6808,1,,,,6808a1,112163505072.42682,500000.0,0.0,943574981682.7139,500000.0,0.5
-3.61720360734212e+20,6808,1,,,,6808b1,564992668231.0846,500000.0,0.0,943574981682.7139,500000.0,0.5
6859631872.0,6808,2,,,,6808c1,245991218648.24615,500000.0,0.0,943574981682.7139,500000.0,0.5
9390836032768.0,6808,0,,,,6808d1,339305014044.5619,500000.0,0.0,943574981682.7139,500000.0,0.5
-140981657072.0,6808,0,,,,6808e1,285051282042.13745,500000.0,0.0,943574981682.7139,500000.0,0.5
-558958892559104.0,6808,0,,,,6808f1,392104891261.37396,500000.0,0.0,943574981682.7139,500000.0,0.5
-5448000.0,6810,1,,,,6810a1,153758597560.3506,500000.0,0.0,943618098830.5223,500000.0,0.5
-100172376000.0,6810,0,,,,6810b1,280635672508.0517,500000.0,0.0,943618098830.5223,500000.0,0.5
-68951250.0,6810,1,,,,6810c1,186554208560.21524,500000.0,0.0,943618098830.5223,500000.0,0.5
-2742068183040.0,6810,1,,,,6810d1,323398902869.63226,500000.0,0.0,943618098830.5223,500000.0,0.5
-24516000.0,6810,1,,,,6810e1,173192876303.09656,500000.0,0.0,943618098830.5223,500000.0,0.5
-39715920000000.0,6810,1,,,,6810f1,357937416716.77216,500000.0,0.0,943618098830.5223,500000.0,0.5
-6810.0,6810,1,,,,6810g1,67386308553.83561,500000.0,0.0,943618098830.5223,500000.0,0.5
4363321289062500.0,6810,1,,,,6810h1,418656549924.3051,500000.0,0.0,943618098830.5223,500000.0,0.5
2033455104000000.0,6810,0,,,,6810i1,408791355010.47644,500000.0,0.0,943618098830.5223,500000.0,0.5
1985796000000.0,6810,1,,,,6810j1,319229371394.3223,500000.0,0.0,943618098830.5223,500000.0,0.5
-43584000.0,6810,1,,,,6810k1,180627192645.1968,500000.0,0.0,943618098830.5223,500000.0,0.5
2510438400.0,6810,1,,,,6810l1,233003012958.4162,500000.0,0.0,943618098830.5223,500000.0,0.5
-2859546240.0,6810,1,,,,6810m1,234685407140.97345,500000.0,0.0,943618098830.5223,500000.0,0.5
-8226204549120000.0,6810,1,,,,6810n1,426849682304.31604,500000.0,0.0,943618098830.5223,500000.0,0.5
-333739.0,6811,1,,,,6811a1,117674660887.42607,500000.0,0.0,943639652656.0745,500000.0,0.5
-801307339.0,6811,0,,,,6811b1,218247571101.04712,500000.0,0.0,943639652656.0745,500000.0,0.5
114472477.0,6811,0,,,,6811c1,193104343547.64185,500000.0,0.0,943639652656.0745,500000.0,0.5
47677.0,6811,2,,,,6811d1,92531433334.02081,500000.0,0.0,943639652656.0745,500000.0,0.5
-6811.0,6811,0,,,,6811e1,67388205780.615555,500000.0,0.0,943639652656.0745,500000.0,0.5
-16353211.0,6811,0,,,,6811f1,167961115994.2366,500000.0,0.0,943639652656.0745,500000.0,0.5
-47677.0,6811,2,,,,6811g1,92531433334.02081,500000.0,0.0,943639652656.0745,500000.0,0.5
5609151373.0,6811,1,,,,6811h1,243390798654.45236,500000.0,0.0,943639652656.0745,500000.0,0.5
-5609151373.0,6811,1,,,,6811i1,243390798654.45236,500000.0,0.0,943639652656.0745,500000.0,0.5
114472477.0,6811,1,,,,6811j1,193104343547.64185,500000.0,0.0,943639652656.0745,500000.0,0.5
-39264059611.0,6811,1,,,,6811k1,268534026207.85767,500000.0,0.0,943639652656.0745,500000.0,0.5
4966677.0,6813,2,,,,6813a1,152563430711.74255,500000.0,0.0,943682750815.121,500000.0,0.5
44700093.0,6813,0,,,,6813b1,180953907816.1039,500000.0,0.0,943682750815.121,500000.0,0.5
4966677.0,6813,2,,,,6813c1,152563430711.74255,500000.0,0.0,943682750815.121,500000.0,0.5
402300837.0,6813,1,,,,6813d1,209344384920.46524,500000.0,0.0,943682750815.121,500000.0,0.5
3620707533.0,6813,1,,,,6813e1,237734862024.8266,500000.0,0.0,943682750815.121,500000.0,0.5
-13955072.0,6814,1,,,,6814a1,165912077767.8545,500000.0,0.0,943704295150.4731,500000.0,0.5
-54512.0,6814,2,,,,6814b1,94262490874.93127,500000.0,0.0,943704295150.4731,500000.0,0.5
-218048.0,6814,1,,,,6814c1,112174887598.1621,500000.0,0.0,943704295150.4731,500000.0,0.5
-55820288.0,6814,1,,,,6814d1,183824474491.0853,500000.0,0.0,943704295150.4731,500000.0,0.5
-109024.0,6814,1,,,,6814e1,103218689236.54668,500000.0,0.0,943704295150.4731,500000.0,0.5
-27256.0,6814,1,,,,6814f1,85306292513.31587,500000.0,0.0,943704295150.4731,500000.0,0.5
-272859821875.0,6815,1,,,,6815a1,293583426875.10504,500000.0,0.0,943725836324.2823,500000.0,0.5
5736877754921875.0,6815,0,,,,6815b1,422192806932.18365,500000.0,0.0,943725836324.2823,500000.0,0.5
197635.0,6815,0,,,,6815c1,110904833332.54422,500000.0,0.0,943725836324.2823,500000.0,0.5
-368064.0,6816,0,,,,6816a1,118939601756.31416,500000.0,0.0,943747374337.476,500000.0,0.5
-21733811136.0,6816,0,,,,6816b1,260891987278.1209,500000.0,0.0,943747374337.476,500000.0,0.5
-368064.0,6816,0,,,,6816c1,118939601756.31416,500000.0,0.0,943747374337.476,500000.0,0.5
-981504.0,6816,0,,,,6816d1,131612958288.9797,500000.0,0.0,943747374337.476,500000.0,0.5
-981504.0,6816,1,,,,6816e1,131612958288.9797,500000.0,0.0,943747374337.476,500000.0,0.5
-21733811136.0,6816,1,,,,6816f1,260891987278.1209,500000.0,0.0,943747374337.476,500000.0,0.5
-1.8030978172583936e+16,6818,0,,,,6818a1,436989700340.22455,500000.0,0.0,943790440885.7264,500000.0,0.5
-359354635136.0,6818,1,,,,6818b1,297141261617.2601,500000.0,0.0,943790440885.7264,500000.0,0.5
-5206333888.0,6818,1,,,,6818c1,242427875845.4863,500000.0,0.0,943790440885.7264,500000.0,0.5
-47726.0,6818,1,,,,6818d1,92544706127.13606,500000.0,0.0,943790440885.7264,500000.0,0.5
-54544.0,6818,0,,,,6818e1,94270073658.577,500000.0,0.0,943790440885.7264,500000.0,0.5
43788795904.0,6818,1,,,,6818f1,269943305828.00323,500000.0,0.0,943790440885.7264,500000.0,0.5
-37417184.0,6818,1,,,,6818g1,178655954680.40817,500000.0,0.0,943790440885.7264,500000.0,0.5
-9.47020781708182e+18,6818,0,,,,6818h1,517924846299.17377,500000.0,0.0,943790440885.7264,500000.0,0.5
1925887009263939.2,6819,1,,,,6819a1,408089098826.87134,500000.0,0.0,943811969422.6367,500000.0,0.5
61371.0,6819,1,,,,6819b1,95793850678.89651,500000.0,0.0,943811969422.6367,500000.0,0.5
9302480.0,6820,0,,,,6820a1,160671785693.85855,500000.0,0.0,943833494802.6382,500000.0,0.5
28140002000.0,6820,1,,,,6820b1,264229794482.21628,500000.0,0.0,943833494802.6382,500000.0,0.5
139682551250000.0,6820,1,,,,6820c1,374187207045.58844,500000.0,0.0,943833494802.6382,500000.0,0.5
6821.0,6821,1,,,,6821a1,67407162742.58625,500000.0,0.0,943855017026.6573,500000.0,0.5
2462381.0,6821,1,,,,6821b1,143497725614.91513,500000.0,0.0,943855017026.6573,500000.0,0.5
29839428.0,6822,1,,,,6822a1,175731925136.87598,500000.0,0.0,943876536095.6189,500000.0,0.5
-4420656.0,6822,2,,,,6822b1,151058606203.56476,500000.0,0.0,943876536095.6189,500000.0,0.5
53047872.0,6822,1,,,,6822c1,183166241478.97623,500000.0,0.0,943876536095.6189,500000.0,0.5
40932.0,6822,0,,,,6822d1,90560493823.79195,500000.0,0.0,943876536095.6189,500000.0,0.5
-70730496.0,6822,1,,,,6822e1,186883399650.0264,500000.0,0.0,943876536095.6189,500000.0,0.5
-21143860607664.0,6822,0,,,,6822f1,349791945934.0942,500000.0,0.0,943876536095.6189,500000.0,0.5
-6823.0,6823,1,,,,6823a1,67410950799.77008,500000.0,0.0,943898052010.4479,500000.0,0.5
-575859375.0,6825,1,,,,6825a1,213978696399.37476,500000.0,0.0,943941074381.406,500000.0,0.5
20664329765625.0,6825,0,,,,6825b1,349495529376.62006,500000.0,0.0,943941074381.406,500000.0,0.5
106640625.0,6825,0,,,,6825c1,192188629342.0517,500000.0,0.0,943941074381.406,500000.0,0.5
21946640625.0,6825,1,,,,6825d1,261017901955.22916,500000.0,0.0,943941074381.406,500000.0,0.5
-1.8548397771454688e+17,6825,1,,,,6825e1,467107111611.0536,500000.0,0.0,943941074381.406,500000.0,0.5
6449625.0,6825,1,,,,6825f1,155939329555.90408,500000.0,0.0,943941074381.406,500000.0,0.5
2812644884765625.0,6825,1,,,,6825g1,412982804577.5072,500000.0,0.0,943941074381.406,500000.0,0.5
-104974365234375.0,6825,0,,,,6825h1,370496225595.13214,500000.0,0.0,943941074381.406,500000.0,0.5
-5643421875.0,6825,0,,,,6825i1,243469502906.96628,500000.0,0.0,943941074381.406,500000.0,0.5
3795489140625.0,6825,1,,,,6825j1,327599551374.17084,500000.0,0.0,943941074381.406,500000.0,0.5
100775390625.0,6825,0,,,,6825k1,280713221151.21796,500000.0,0.0,943941074381.406,500000.0,0.5
180009272625.0,6825,0,,,,6825l1,288208912982.1933,500000.0,0.0,943941074381.406,500000.0,0.5
-35396352.0,6828,0,,,,6828a1,177938560465.3725,500000.0,0.0,944005584304.9486,500000.0,0.5
-676269.0,6831,0,,,,6831a1,126799924832.1689,500000.0,0.0,944070065891.1638,500000.0,0.5
-1259889147.0,6831,0,,,,6831b1,224094797220.3952,500000.0,0.0,944070065891.1638,500000.0,0.5
-1259889147.0,6831,1,,,,6831c1,224094797220.3952,500000.0,0.0,944070065891.1638,500000.0,0.5
-1728243.0,6831,1,,,,6831d1,138923365907.31113,500000.0,0.0,944070065891.1638,500000.0,0.5
-493000101.0,6831,1,,,,6831e1,211971356145.253,500000.0,0.0,944070065891.1638,500000.0,0.5
-1728243.0,6831,0,,,,6831f1,138923365907.31113,500000.0,0.0,944070065891.1638,500000.0,0.5
1626999808.0,6832,1,,,,6832a1,227398893548.95755,500000.0,0.0,944091553460.3536,500000.0,0.5
437248.0,6832,0,,,,6832b1,121165173497.25348,500000.0,0.0,944091553460.3536,500000.0,0.5
13169098227712.0,6832,0,,,,6832c1,343674125710.6083,500000.0,0.0,944091553460.3536,500000.0,0.5
-1748992.0,6832,0,,,,6832d1,139077570220.48428,500000.0,0.0,944091553460.3536,500000.0,0.5
27983872.0,6832,1,,,,6832e1,174902363666.94592,500000.0,0.0,944091553460.3536,500000.0,0.5
5356288.0,6832,1,,,,6832f1,153539231880.8332,500000.0,0.0,944091553460.3536,500000.0,0.5
1748992.0,6832,1,,,,6832g1,139077570220.48428,500000.0,0.0,944091553460.3536,500000.0,0.5
-5356288.0,6832,1,,,,6832h1,153539231880.8332,500000.0,0.0,944091553460.3536,500000.0,0.5
85700608.0,6832,1,,,,6832i1,189364025327.29483,500000.0,0.0,944091553460.3536,500000.0,0.5
87757422592.0,6832,1,,,,6832j1,278926008943.44885,500000.0,0.0,944091553460.3536,500000.0,0.5
447741952.0,6832,0,,,,6832k1,210727157113.40753,500000.0,0.0,944091553460.3536,500000.0,0.5
31600416.0,6834,0,,,,6834a1,176472814737.00107,500000.0,0.0,944134519164.9363,500000.0,0.5
1687772546285328.0,6834,1,,,,6834b1,406383815622.7253,500000.0,0.0,944134519164.9363,500000.0,0.5
-82008.0,6834,1,,,,6834c1,99539400562.01068,500000.0,0.0,944134519164.9363,500000.0,0.5
3499008.0,6834,1,,,,6834d1,148037550541.13782,500000.0,0.0,944134519164.9363,500000.0,0.5
-114655494144.0,6834,1,,,,6834e1,282380525965.36896,500000.0,0.0,944134519164.9363,500000.0,0.5
-54672.0,6834,1,,,,6834f1,94300360371.4454,500000.0,0.0,944134519164.9363,500000.0,0.5
-3631867794.0,6834,1,,,,6834g1,237774627912.76727,500000.0,0.0,944134519164.9363,500000.0,0.5
-61506.0,6834,1,,,,6834h1,95822242390.96054,500000.0,0.0,944134519164.9363,500000.0,0.5
7.56015970564178e+16,6834,0,,,,6834i1,455510572642.37036,500000.0,0.0,944134519164.9363,500000.0,0.5
-1.0718027574907124e+21,6834,0,,,,6834j1,579027861484.167,500000.0,0.0,944134519164.9363,500000.0,0.5
-1209150480920832.0,6834,0,,,,6834k1,402074749552.3768,500000.0,0.0,944134519164.9363,500000.0,0.5
4030857216.0,6834,1,,,,6834l1,239121416176.807,500000.0,0.0,944134519164.9363,500000.0,0.5
123012.0,6834,1,,,,6834m1,104778440752.57594,500000.0,0.0,944134519164.9363,500000.0,0.5
5.413512506643578e+17,6834,1,,,,6834n1,480946859890.70526,500000.0,0.0,944134519164.9363,500000.0,0.5
-83976192.0,6834,1,,,,6834o1,189101384178.1647,500000.0,0.0,944134519164.9363,500000.0,0.5
2337925177344.0,6834,1,,,,6834p1,321338657633.8646,500000.0,0.0,944134519164.9363,500000.0,0.5
-59483136.0,6834,1,,,,6834q1,184645678543.10794,500000.0,0.0,944134519164.9363,500000.0,0.5
553554.0,6834,1,,,,6834r1,124212719495.32187,500000.0,0.0,944134519164.9363,500000.0,0.5
-7678901088.0,6834,1,,,,6834s1,247449007497.90448,500000.0,0.0,944134519164.9363,500000.0,0.5
318847104.0,6834,1,,,,6834t1,206340386769.37567,500000.0,0.0,944134519164.9363,500000.0,0.5
3009018788315136.0,6834,1,,,,6834u1,413854831106.0451,500000.0,0.0,944134519164.9363,500000.0,0.5
-246024.0,6834,1,,,,6834v1,113734639114.19131,500000.0,0.0,944134519164.9363,500000.0,0.5
550851043656.0,6834,1,,,,6834w1,302660554285.7933,500000.0,0.0,944134519164.9363,500000.0,0.5
-301133376.0,6834,1,,,,6834x1,205601839305.36905,500000.0,0.0,944134519164.9363,500000.0,0.5
34175.0,6835,2,,,,6835a1,88229304450.3049,500000.0,0.0,944155997302.1694,500000.0,0.5
-170875.0,6835,0,,,,6835b1,109024953049.52386,500000.0,0.0,944155997302.1694,500000.0,0.5
-437504.0,6836,0,,,,6836a1,121172736308.68478,500000.0,0.0,944177472297.257,500000.0,0.5
3501056.0,6838,2,,,,6838a1,148045111139.92673,500000.0,0.0,944220412864.6711,500000.0,0.5
-4847029977088.0,6838,0,,,,6838b1,330759434122.6706,500000.0,0.0,944220412864.6711,500000.0,0.5
2311244.0,6838,2,,,,6838c1,142679268528.7471,500000.0,0.0,944220412864.6711,500000.0,0.5
-79673055248384.0,6838,0,,,,6838d1,366932793757.2677,500000.0,0.0,944220412864.6711,500000.0,0.5
-355576.0,6838,1,,,,6838e1,118493594749.49069,500000.0,0.0,944220412864.6711,500000.0,0.5
218816.0,6838,2,,,,6838f1,112220317693.46507,500000.0,0.0,944220412864.6711,500000.0,0.5
234951890960384.0,6838,1,,,,6838g1,380906268541.92725,500000.0,0.0,944220412864.6711,500000.0,0.5
47873.0,6839,1,,,,6839a1,92584442897.44426,500000.0,0.0,944241878438.8351,500000.0,0.5
328320000.0,6840,1,,,,6840a1,206718677407.57858,500000.0,0.0,944263340874.5278,500000.0,0.5
-8208346377600000.0,6840,0,,,,6840b1,426821601628.3749,500000.0,0.0,944263340874.5278,500000.0,0.5
9573811200.0,6840,0,,,,6840c1,250298811522.22467,500000.0,0.0,944263340874.5278,500000.0,0.5
-138510000.0,6840,0,,,,6840d1,195567202894.42816,500000.0,0.0,944263340874.5278,500000.0,0.5
-7012068750000.0,6840,0,,,,6840e1,335530751500.0267,500000.0,0.0,944263340874.5278,500000.0,0.5
3324240.0,6840,0,,,,6840f1,147375495648.9519,500000.0,0.0,944263340874.5278,500000.0,0.5
-2.119964915808e+17,6840,1,,,,6840g1,468833381393.86896,500000.0,0.0,944263340874.5278,500000.0,0.5
-1010568960.0,6840,1,,,,6840h1,221245570531.57794,500000.0,0.0,944263340874.5278,500000.0,0.5
